codigo,descricao,tamanho,valor,valor_promocao,quantidade
387699,CAMISA DIXIE JEANS 15080038 M LONGA,,39.99,,1
387705,CAMISA DIXIE ALGOD 15080034 M LONGA,,59.99,,1
387712,JAQUETA DIXIE PU 16070186 MASC PMGG,,179.99,,1
387736,CALCA DIXIE JEANS 19022065 MASC,,29.99,,1
387743,CALCA DIXIE MOLET 19022053 19030296,,29.99,,1
387750,CALCA DIXIE SARJA 19010035 MASC AD,,69.99,,1
387767,CALCA DIXIE SARJA 19010036 19010037,,4.99,,1
387804,CALCA GANGSTER JEANS 19022045 46 AD,,49.99,,1
387811,CALCA GANGSTER JEANS 19022168 36A46,,49.99,,1
387828,CALCA GANGSTER JEANS 19022159 36A46,,49.99,,1
387835,CAMISA GANGSTER PA 15010696 M LONGA,,19.99,,1
387859,CAMISA GANGSTER JEANS 15010700 ML,,39.99,,1
387866,CAMISA GANGSTER JEANS 15010693 ML,,59.99,,1
387873,CAMISA GANGSTER PA 15010601 M LONGA,,4.99,,1
387880,CAMISA GANGSTER PA 15010699 M LONGA,,4.99,,1
387897,CAMISETA GANGSTER MICRO 11040637 AD,,39.99,,1
387903,CAMISETA GANGSTER MM 11040648 AD,,4.99,,1
387910,CAMISETA GANGSTER MM 11040564 05 AD,,19.99,,1
387927,CAMISA GANGSTER PA 55010025 FET ML,,29.99,,1
387934,JAQUETA GANGSTER 16010388 16130040,,99.99,,1
387941,JAQUETA GANGSTER PU 16070155 MASC,,99.99,,1
387958,JAQUETA GANGSTER PU 16070121 MASC,,99.99,,1
387989,JAQUETA GANGSTER MOLET 14010757 58,,119.99,,1
387996,JAQUETA GANGSTER MOLET 14010770 MAS,,99.99,,1
388016,JAQUETA GANGSTER MOLET 14010760 MAS,,119.99,,1
388030,CALCA GANGSTER JEANS 39020302 JUV,,4.99,,1
388047,CALCA GANGSTER JEANS 39020311 JUV,,4.99,,1
388054,CALCA GANGSTER JEANS 39020318 JUV,,4.99,,1
388085,CAMISA GANGSTER ALG 76010001 ML JUV,,29.99,,1
388108,JAQUETA GANGSTER MOLET 34010255 JUV,,139.99,,1
388115,JAQUETA GANGSTER MOLET 14010740 JUV,,59.99,,1
388122,JAQUETA GANGSTER MOLET 34010281 JUV,,69.99,,1
388139,JAQUETA GANGSTER NYLON 16130045 49,,99.99,,1
388146,CAMISA GANGSTER MM DIVERSAS POLO,,4.99,,1
388160,CALCA GANGSTER JEANS 19022041 AD,,69.99,,1
388177,CALCA MURANO JEANS 36A48 MASC DIVER,,29.99,,1
388184,CASACO PAZ RENDA 10803 ZIPER,,19.99,,1
388191,CALCA MURANO SARJA 80123 80080 MASC,,29.99,,1
388207,BERMUDA MURANO SARJA 6344 MASC ADUL,,4.99,,1
388238,BLUSA JOLEVER COTTON G ALTA FEM 1A3,,4.99,,1
388245,BLUSA JOLEVER COTTON 7488 1A3 FEM,,4.99,,1
388252,BLUSA JOLEVER COTTON 7498 4A8 ML F,,7.99,,1
388276,CALCA JOLEVER 7538 7540 1A3 LEGGING,,4.99,,1
388283,CALCA JOLEVER 7541 7543 4A8 LEGGING,,4.99,,1
388290,CALCA JOLEVER 7544 7545 7546 JUV LG,,4.99,,1
388306,BLUSA JOLEVER COTTON 7503 7515 JUV,,4.99,,1
388313,CAMISETA JOLEVER MALHA 1037 1039 ML,,4.99,,1
388320,CAMISETA JOLEVER 1040 1041 1042 ML,,4.99,,1
388337,CAMISETA JOLEVER MALH 1045 10A16 ML,,4.99,,1
388344,JAQUETA ARTE BASICA MOL 1A3 DIV FEM,,14.99,,1
388351,JAQUETA ARTE BASICA MOL 1A3 DIV MAS,,14.99,,1
388368,JAQUETA ARTE BASICA MOL 4A8 DIV FEM,,14.99,,1
388375,JAQUETA ARTE BASICA MOL 4A8 DIV MAS,,19.99,,1
388382,JAQUETA ARTE BASICA MOL 10A16 DV MA,,19.99,,1
388399,JAQUETA ARTE BASICA MOL 10A16 DV FE,,19.99,,1
388405,BLUSA WORMAN POLYAMIDA DIVER FEM ML,,4.99,,1
388412,CALCA WOMAN POLYAMIDA M1285 LEGGIN,,4.99,,1
388429,CALCA WOMAN M1272 M1273 LEGG ESTAM,,4.99,,1
388436,JAQUETA WORMAN PU DIVERSAS FEM AD,,89.99,,1
388443,JAQUETA WORMAN PU DIVERSAS MASC AD,,99.99,,1
388450,CALCA BIOTIPO JEANS 17236 48A54 MAS,,4.99,,1
388467,CALCA BIOTIPO LYCRA 17304 48A54 MAS,,4.99,,1
388474,CALCA BIOTIPO JEANS 16361 36A46 MAS,,59.99,,1
388481,CALCA BIOTIPO JEANS 16554 36A46 MAS,,39.99,,1
388498,CALCA BIOTIPO JEANS 17341 36A46 MAS,,49.99,,1
388504,CALCA BIOTIPO JEANS 16628 36A46 MAS,,49.99,,1
388511,CALCA BIOTIPO SARJA 17318 36A46 MAS,,59.99,,1
388528,CALCA BIOTIPO LYCRA 17306 38A46 FEM,,4.99,,1
388542,CALCA BIOTIPO LYCRA 17269 38A46 FEM,,4.99,,1
388559,CALCA BIOTIPO LYCRA 17288 38A46 FEM,,49.99,,1
388566,CALCA BIOTIPO LYCRA 17231 36A44 FEM,,4.99,,1
388573,CALCA BIOTIPO LYCRA 17169 36A44 FEM,,4.99,,1
388597,CALCA BIOTIPO LYCRA 17198 34A42 FEM,,49.99,,1
388603,CALCA BIOTIPO LYCRA 17215 34A52 FEM,,9.99,,1
388610,CALCA BIOTIPO LYCRA 17188 34A52 FEM,,29.99,,1
388627,CALCA BIOTIPO SARJA 17206 34A44 FEM,,4.99,,1
388634,CALCA BIOTIPO LYCRA 17187 42A50 FEM,,39.99,,1
388641,CALCA BIOTIPO LYCRA 17312 42A50 FEM,,49.99,,1
388665,CALCA BIOTIPO LYCRA 17220 52A56 FEM,,49.99,,1
388672,CALCA BIOTIPO LYCRA 17103 52A56 FEM,,39.99,,1
388689,CALCA GUP S LYCRA DIVERSAS 36A46,,4.99,,1
388696,SHORT GUP S LYCRA DIVERSAS 36A46,,4.99,,1
389211,BLUSA RASKETT VISCOLY A479 A525 AD,,4.99,,1
389228,REGATA DITZ POLIESTER PMGG FEM,,4.99,,1
389235,CALCA DITZ POLIESTER PMGG LEGGING F,,4.99,,1
389242,CONJUNTO ELLAND COTTON INFANTIL,,4.99,,1
389259,CAMISETE MX72 JEANS 1372 FEM M LONG,,29.99,,1
389266,CAMISETE MX72 JEANS 1377 FEM ML LIS,,4.99,,1
389273,CAMISETE MX72 JEANS 1374 FEM ML POA,,4.99,,1
389280,CAMISA MX72 JEANS 1362 ML PMGG MASC,,39.99,,1
389297,CAMISA MX72 PA 1349 ML PMGG MASC,,54.99,,1
389303,CAMISA MX72 PA 1348 ML PMGG MASC,,4.99,,1
389310,CAMISA MX72 PA 1354 ML PMGG MASC,,4.99,,1
389327,CAMISA MX72 PA 1350 ML PMGG MASC,,24.99,,1
389334,CAMISA MX72 PA 1252 ML PMGG MASC,,4.99,,1
389341,CAMISA MX72 PA 1360 ML PMGG MASC,,39.99,,1
389358,CAMISA MX72 PA 1263 ML PMGG MASC,,24.99,,1
389365,CAMISA MX72 PA 1358 ML PMGG MASC,,4.99,,1
389372,CAMISA MX72 PA 1346 ML PMGG MASC,,4.99,,1
389389,CAMISA MX72 PA 1345 ML PMGG MASC,,4.99,,1
389396,CAMISA MX72 PA 1270 MC 5 8 MASC,,4.99,,1
389402,CAMISA MX72 PA 1365 MC 5 8 MASC,,14.99,,1
389419,CAMISA MX72 F50 1339 PMGG MASC,,7.99,,1
389426,CAMISA MX72 FIO A FIO 1343 PMG,,4.99,,1
389433,CAMISA MX72 PA 1335 PMG MASC,,4.99,,1
389440,CAMISA MX72 PA 1023 PMG MASC,,19.99,,1
389457,CAMISA MX72 PA 1338 PMG MASC,,14.99,,1
389570,KIT MEIA SAPAT SPORT KL7 S C MASC,,14.99,,1
389587,KIT MEIA SAPAT SPORT KL7-2 S C FEM,,14.99,,1
389594,KIT MEIA C ALTO SPORT L14-2 SEM COS,,14.99,,1
389600,MEIA HAPPY 1329 FEM PUNHO DOBRADO A,,4.99,,1
389617,KIT MEIA SAPAT BY FIAPOBF1000-2 FEM,,7.99,,1
389624,KIT MEIA SAPAT BY FIAPOBF1000-1 MAS,,9.99,,1
389631,MEIA CANO CURTO BF SPORT BF500 MASC,,4.99,,1
389648,MEIA BY FIAPO BF67 JUV FEM 34A39,,4.99,,1
389655,KIT MEIA BY FIAPO BF57 INFANTIL FEM,,9.99,,1
389662,KIT MEIA BY FIAPO BF57 INFANTIL MAS,,9.99,,1
389679,MEIA HAPPY 1323 AEROBICA S COSTURA,,7.99,,1
389686,MEIA HAPPY 1310 INF SEM COSTURA FEM,,4.99,,1
389709,KIT MEIA SPORT KL03 MASC MICRO S C,,14.99,,1
389730,MEIA BY FIAPO AQUAFIT AD,,7.99,,1
389747,SAPATO VIA VINE CURVIN SPORT MASC,,4.99,,1
389754,BOTA VIA VINE CURVIM CANO CURTO FE,,7.99,,1
389761,BOTA VIA VINE CURVIM CANO LONGO FEM,,14.99,,1
389785,MEIA HAPPY PILATES SAPATIL 1532 FEM,,24.99,,1
389815,CUECA ONE TROPPY MICRO SLEEP AD,,4.99,,1
389822,CUECA ONE TROPPY MICRO BOXER AD,,4.99,,1
389860,BERMUDA MURANO JEANS 6400 6364 6371,,49.99,,1
389877,VESTIDO CAEDU VISC 1004 CURTO ESTAM,,4.99,,1
389914,CAMISA AGA FILAFIL 1070 SOCIAL,,4.99,,1
390033,CONJUNTO JOCAJU MOLETON 1527 01A03,,14.99,,1
390040,CALCA LEGGIN ROVITEX L465 01A14 DIV,,4.99,,1
390057,BLUSA ROVITEX VISCOLY L427 LI616 ML,,9.99,,1
390071,REGATA ROVITEX MM L463 01A14 DIVE,,4.99,,1
390088,VESTIDO TRIC NICK MM L643 01A14 DIV,,4.99,,1
390095,CALCA ROVITEX MOLETON L443 01A14 MA,,7.99,,1
390101,CALCA ROVITEX MOLETON L443 01A14 FE,,7.99,,1
390118,VESTIDO TRIC NICK L608 01A14 VERAO,,7.99,,1
390125,SHORT ROVITEX TRICOLY L473 FEM ADUL,,7.99,,1
390132,SAIA ROVITEX TRICOLY L473 FEM ADUL,,4.99,,1
390149,SAIA ENDLESS TRICOLY L516 FEM ADUL,,4.99,,1
390156,SHORT ENDLESS TRICOLY L516 FEM ADUL,,4.99,,1
390163,VESTIDO ROVITEX L464 DIVERSO 01A14,,4.99,,1
390170,VESTIDO ROVITEX L458 DIVERSOS PMGGG,,4.99,,1
390187,CONJUNTO TRIC NICK L627 01A14 MASC,,4.99,,1
390194,CONJUNTO TRIC NICK L627 01A14 FEM,,4.99,,1
390200,BLUSA ROVITEX L459 VISCOLY 01A14 FE,,4.99,,1
390217,CONJUNTO ROVITEX L461 01A14,,4.99,,1
390224,CONJUNTO ROVITEX L461 01A14 FEM,,4.99,,1
390231,CAMISETE TRIC NICK L603 01A14 MASC,,4.99,,1
390248,BLUSA ROVITEX VISCOLY L453 AD MAN C,,4.99,,1
390255,SUETER ROVITES LINHA 908018 PMG MAS,,19.99,,1
390262,CARDIGAN ROVITEX LINHA 918060 ABERT,,39.99,,1
390279,CARDIGAN ROVITEX LINHA 918060 FECHA,,44.99,,1
390286,CHINELO APLIQUES 25493 FEM,,4.99,,1
390330,CHINELO AVENGERS 26160 HULK INF,,7.99,,1
390347,CHINELO IPANEMA 26181 JOLIE AMOR IN,,9.99,,1
390354,SANDALIA FROZEN 25865 23A34 FEM INF,,4.99,,1
390361,CHINELO IPANEMA 25868 TEMAS FEM AD,,14.99,,1
390385,CALCA JANCRIS RIBANA PMGG FEM ADUL,,7.99,,1
390408,JAQUETA CAEDU PU 2001 AD FEM,,9.99,,1
390415,BERMUDA CAEDU TACTEL 9000 JUV MASC,,4.99,,1
390460,CHINELO IPANEMA ADVENTURE TIM 23A36,,4.99,,1
390477,CHINELO RIDER 11552 R LINE JUV MASC,,9.99,,1
390484,CHINELO IPANEMA 10897 MORMAY NEO JU,,7.99,,1
390491,CHINELO RIDER 10718 R1 PLAY KIDS JU,,7.99,,1
390507,KIT MULTIUSO MICRO BOUTON 3PCS,,4.99,,1
390514,CAPA TRAVESSEIRO CASA DECOR ALG ZIP,,4.99,,1
390538,KIT MEIA MAN CLUB 494 CANO ALTO AD,,7.99,,1
390552,BLUSAO RADICAL MOLETON 3408 PMGG,,9.99,,1
390583,CAMISA RADICAL M M 3420 PMG MANGA L,,13.99,,1
390613,TENIS X BY RIO LONA MASC DIVERSOS,,4.99,,1
390620,TENIS X BY RIO LONA FEM DIVERSOS,,4.99,,1
390637,RASTEIRINHA TALLITA DIAS DIVERSAS,,7.99,,1
390644,SAPATILHA LUCK LIFE LONA DIVERSAS,,4.99,,1
390651,SAPATILHA LUCK LIFE LONA 635 FEM,,4.99,,1
390668,SAPATILHA PRECIOSA PLAST M300 FEM D,,4.99,,1
390675,SAPATILHA PRECIOSA LONA A510 FEM D,,4.99,,1
390682,SAPATILHA PRECIOSA LON R112 114 117,,4.99,,1
390699,SAPATILHA PRECIOSA LON 206 207 210,,4.99,,1
390705,SAPATILHA JULIA LOFT LONA 05 34A39F,,4.99,,1
390712,BERMUDA SLONGAN TACTEL 311 DIV MASC,,4.99,,1
390729,BERMUDA SLONGAN 4CABOS 298 DIV MASC,,4.99,,1
390736,BERMUDA SLONGAN 4CABOS 310 DIV LISA,,4.99,,1
390743,BERMUDA SLONGAN 4CABOS 313 JUV DIV,,4.99,,1
390750,CAMISETA HASKLEN MM 101004 10A16,,4.99,,1
390767,BLUSA RASKETT VISCOLY RJ922 RJ923,,4.99,,1
390774,COTURNO VIA VINE CURVIM CANO CURTO,,4.99,,1
390811,CALCA KEPP LIFE LYCRA 6099 C SAIA E,,4.99,,1
390828,CALCA KEPP LIFE LYCRA 5099 C SAIA L,,4.99,,1
390835,CALCA KEPP LIFE POLIAMIDA FEM PMG,,4.99,,1
390842,TRAVESSEIRO SANTISTA NASA,,39.99,,1
390859,CAMISETE ROVITEX L473 FEM PMG,,4.99,,1
390866,CAMISETA LOF10 PV DIVERSAS ML AD,,4.99,,1
390873,KIT MEIA AUTENTIC ADULTO,,4.99,,1
390880,KIT MEIA AUTENTIC JUVENIL UNISEX,,4.99,,1
390903,SAPATENIS VIA VINE CURVIM MASC ADUL,,4.99,,1
390910,CONJUNTO NINA MICRO DIVERSOS PMG,,4.99,,1
390927,BOLSA D LACO COURO 2014 FRANJA DIV,,19.99,,1
390965,BOLSA D LACO COURO 2012 FRANJA M,,14.99,,1
390972,BOLSA D LACO COURO 2013 FRANJA M,,19.99,,1
390996,TOALHA MESA TEKA OPORTUNITY DIVERSA,,4.99,,1
391016,BIQUINE VIA MAR LYCRA 4129 ADULTO,,4.99,,1
391023,BIQUINE VIA MAR LYCRA 029B FRANJA,,9.99,,1
391030,BIQUINE VIA MAR LYCRA 2629 BOJO AD,,4.99,,1
391047,SAIDA DE PRAIA VIA MAR MC40 ADULTO,,4.99,,1
391054,BIQUINE VIA MAR 3824 BABADO ADULTO,,19.99,,1
391061,BIQUINE VIA MAR 2022 BABADO ADULTO,,4.99,,1
391078,BIQUINE VIA MAR LYCRA 942 14A16,,9.99,,1
391085,MAIO VIA MAR LYCRA 951 04A10,,59.99,,1
391108,CALCOLA TETRA COTTON 2580 PMGG,,11.99,,1
391115,CALCOLA TETRA MICRO 2706 PMGG,,7.99,,1
391122,CALCOLA TETRA MICRO 2644 PMGG,,14.99,,1
391139,CALCOLA TETRA MICRO 1976 PMGG,,7.99,,1
391146,CALCOLA TETRA MICRO 2646 PMGG,,7.99,,1
391153,CALCOLA TETRA MICRO 2703 PMGG,,4.99,,1
391177,SOUTIEN TETRA MICRO 2474 PMGG,,19.99,,1
391184,SOUTIEN TETRA MICRO 1985 P 48A52,,14.99,,1
391191,SOUTIEN TETRA RENDA 2633 CROPPED,,9.99,,1
391207,CONJUNTO TETRA TULY 2200 PMGG,,44.99,,1
391214,ESPARTILHO TETRA RENDA 2639 PMGG,,19.99,,1
391221,CALCINHA TETRA RENDA 2726 PMGG,,9.99,,1
391238,CALCINHA TETRA RENDA 2775 PMGG,,4.99,,1
391245,CALCINHA TETRA RENDA 2727 PMGG,,7.99,,1
391252,CALCINHA TETRA RENDA 2772 PMGG,,4.99,,1
391276,SOUTIEN MIKA MICRO DIVERSOS PMGG,,4.99,,1
391283,CROPPED SANTO EXPEDITO LINHA AD FEM,,4.99,,1
391313,CUECA CHAPTER MICRO BOXER AD,,4.99,,1
391320,CUECA DM BOXER MICRO SC 50 51 02 AD,,14.99,,1
391337,CONJUNTO ROVITEX MOLETON UNISEX JUV,,9.99,,1
391344,JARDINEIRA ABU P AO 3 SALDO FEM,,14.99,,1
391351,CUECA DM MICRO SPORT 8880 EL SU BOX,,9.99,,1
391368,CUECA DM MICRO 8870 ELAST BOX F1,,9.99,,1
391375,CUECA DM MICRO 8140 ELAST AD AGUIA,,14.99,,1
391382,CUECA DM COTTON 6815 BOXER JUV ARID,,4.99,,1
391405,CAMISETA KELY KETY MALHA 27198 1A3,,4.99,,1
391412,CAMISETA KELY KETY MALHA 27199 1A3,,4.99,,1
391429,BLUSA KELY KETY MALHA 27206 1A3,,4.99,,1
391504,BLUSA CAEDU POLIAMIDA LLTN4013 ML,,4.99,,1
391511,BLUSA LA GATA VISCOLY DIVERSAS PMGG,,4.99,,1
391528,BATA RIPTRIP LRLA6001 FEM AD,,9.99,,1
391535,TERNO CAEDU MICROFIBRA AD,,69.99,,1
391542,TERNO CAEDU OXFORD AD,,4.99,,1
391573,CAMISA CAEDU POLO ADULTO,,4.99,,1
391580,JARDINEIRA CAEDU SARJA AD FEM,,4.99,,1
391597,SAIA CAEDU SARJA AD FEM,,4.99,,1
391719,CUECA BEMTHLEY POLY 1414 PMGG,,4.99,,1
391726,CUECA BEMTHLEY MICRO 1419 PMGG,,7.99,,1
391733,CUECA BEMTHLEY MICRO 1515 BOXER AD,,7.99,,1
391740,CUECA BEMTHLEY MICRO 0515 SUNGAO AD,,7.99,,1
391757,CUECA BEMTHLEY DRY FIT 1550 BOXER,,7.99,,1
391764,CUECA BEMTHLEY MICRO 1150 INFANTIL,,4.99,,1
391771,CAMISA CAEDU MALHA POLO M L AD,,7.99,,1
391788,BERMUDA CAEDU KANVAS ADULTO,,4.99,,1
391795,BLUSA CAEDU POLO AD FEM,,4.99,,1
391801,SHORT CAEDU BRIM INF FEM,,4.99,,1
391818,BERMUDA CAEDU INF MASC,,4.99,,1
391825,CALCA CAEDU LLAP1006 LYCRA FEM AD,,4.99,,1
391832,CALCA CAEDU  LEGGING JUV FEM,,4.99,,1
391849,JAQUETA CAEDU PU FEM AD,,9.99,,1
391856,CARDIGAN CAEDU FEM ADULTO,,7.99,,1
391863,SUETER CAEDU MASC AD,,19.99,,1
391870,JAQUETA CAEDU INFAN NYLON,,19.99,,1
391887,JAQUETA CAEDU MOLETON  AD,,9.99,,1
391894,CALCA CAEDU JEANS FEM AD,,4.99,,1
391924,JAQUETA CAEDU PU FEM,,14.99,,1
391948,CAMISA CAEDU MANGA CURTA JUVENIL,,4.99,,1
391962,BERMUDA CAEDU BRIM INFANTIL MASC,,4.99,,1
391979,MEIA SPORT KL003 MASC MICRO S COST,,7.99,,1
391986,CONJUNTO CAEDU INFANTIL MASC,,4.99,,1
391993,CONJUNTO CAEDU INFANTIL VELUDO,,7.99,,1
392006,JAQUETA CAEDU PU MASCULINA,,29.99,,1
392020,JAQUETA CAEDU AD MASC DIVERSAS,,29.99,,1
392082,BLUSA CAEDU JUVENIL DIVERSAS,,2.99,,1
392099,VESTIDO CAEDU INFANTIL,,4.99,,1
392105,CALCA KX AUTOMAN PEXGG FEM,,12.99,,1
392112,CALCA KX HELANCA ADULTO FEMININA,,4.99,,1
392129,BERMUDA KX AUTOMAN 1410 PEXGG FEM,,9.99,,1
392204,SAIA ABU JEANS 36A46 SALDO,,4.99,,1
392433,CALCA F50 TACTEL MASC ADULTO,,9.99,,1
392440,CALCA SURFWEAR XINTA MASC ADULTO,,9.99,,1
392457,BERMUDA SURFWEAR XINTA MAS ZIPER AD,,4.99,,1
392464,CALCA VILEJACK 001 002 COUNTRY MASC,,4.99,,1
392488,CALCA VILEJACK VM010 011 COUNTRY MA,,39.99,,1
392495,CALCA VILEJACK VS001 004 COUNTRY FE,,4.99,,1
392501,CALCA REHECA MOLETON 04A14,,7.99,,1
392518,CAMISETE TEODORO ALG FEMININO ML AD,,12.99,,1
392563,CALCINHA ONE TROPPY COTTON INFANTIL,,2.99,,1
392594,BANHO DE SOL HEBENEZER 168 MALHA MA,,14.99,,1
392600,MACACAO HEBENEZER 182 MALHA MA,,24.99,,1
392617,BANHO DE SOL HEBENEZER 135 MALHA MA,,14.99,,1
392624,BANHO DE SOL HEBENEZER 169 MALHA MA,,14.99,,1
392631,BANHO DE SOL HEBENEZER 011 MALHA MA,,7.99,,1
392648,MACACAO HEBENEZER 030 MALHA MA,,7.99,,1
392655,MACACAO HEBENEZER 033 MALHA MA,,7.99,,1
392662,MACACAO HEBENEZER 093 MALHA FEM,,24.99,,1
392686,CONJUNTO HEBENEZER 438 MALHA MASC,,9.99,,1
392709,CONJUNTO HEBENEZER 436 MALHA FEM,,14.99,,1
392716,CONJUNTO HEBENEZER 432 MALHA FEM,,9.99,,1
392723,CONJUNTO HEBENEZER 225 MALHA FEM,,14.99,,1
392730,VESTIDO HEBENEZER 155 MALHA PMG,,14.99,,1
392747,VESTIDO HEBENEZER 235 MALHA C CALCI,,4.99,,1
392754,VESTIDO HEBENEZER 062 MALHA C CALCI,,7.99,,1
392761,VESTIDO HEBENEZER 015 MALHA C CALCI,,14.99,,1
392785,TOALHA RICA BABY ESPONJA 07,,4.99,,1
392808,CALCA ZAAMBIANK SARJA 36-44 DIV FEM,,4.99,,1
392815,BABY DOOL KYOTO PU 130 52A54 FEM,,24.99,,1
392822,BABY DOOL KYOTO PU 128B PMG JOVEM,,9.99,,1
392839,BABY DOOL KYOTO PU 142 PMG JOVEM,,9.99,,1
392846,CAMISOLA KYOTO PU 08 PMG SENHORA,,9.99,,1
392853,CAMISOLA KYOTO PU 25 PMG,,29.99,,1
392860,CAMISOLA KYOTO PU 308 PMG,,14.99,,1
392877,CAMISOLA KYOTO PU 09 PMG,,9.99,,1
392884,CAMISOLA KYOTO PU 134 PMG,,9.99,,1
392891,HOBBY KYOTO PU 402 MMGGG,,19.99,,1
392907,PIJAMA KYOTO PV 310 PMGGG PESCADOR,,14.99,,1
392914,PIJAMA KYOTO PU 205 MASC REGATA PMG,,14.99,,1
392921,PIJAMA KYOTO PU 202 M MANGA MASC AD,,19.99,,1
393195,BODY GAGA COTTON 863 PMGG,,9.99,,1
393201,BODY GAGA COTTON 858 PMGG,,14.99,,1
393218,BODY GAGA COTTON 859 PMGG,,14.99,,1
393225,BODY GAGA COTTON 864 PMGG,,9.99,,1
393232,BODY GAGA COTTON 822 PMGG,,9.99,,1
393249,BODY GAGA COTTON 854 PMGG,,14.99,,1
393256,BODY GAGA COTTON 855 PMGG,,7.99,,1
393263,BODY GAGA COTTON 856 PMGG,,14.99,,1
393270,BODY GAGA COTTON 862 PMGG,,9.99,,1
393294,BODY GAGA COTTON 860 PMGG SHORT,,14.99,,1
393300,MACACAO GAGA COTTON 827 PMGG,,14.99,,1
393317,MACACAO GAGA COTTON 828 PMGG,,14.99,,1
393324,MACACAO GAGA COTTON 825 PMGG,,4.99,,1
393331,MACACAO GAGA COTTON 826 PMGG,,4.99,,1
393348,CONJUNTO GAGA COTTON 833 PMGG,,9.99,,1
393355,CONJUNTO GAGA COTTON 834 PMGG,,9.99,,1
393362,CONJUNTO GAGA COTTON 861 PMGG,,9.99,,1
393379,CONJUNTO CATOLELE MALHA 1A3 SM MASC,,4.99,,1
393386,CONJUNTO CATOLELE MALHA 4A8 SM MASC,,4.99,,1
393393,CONJUNTO CATOLELE MM 1A3 MASC DIV,,4.99,,1
393409,CONJUNTO CATOLELE MM 4A8 MASC DIV,,4.99,,1
393416,CONJUNTO CATOLELE MM 4A14 FEM DIV,,4.99,,1
393423,MACAQUITO TRAVESSINHO SARJA 1A3 LIS,,4.99,,1
393430,MACAQUITO TRAVESSINHO SARJA 1A3 EST,,4.99,,1
393447,BERMUDA TRAVESSINHO JEANS 1A3 BORDA,,9.99,,1
393454,BERMUDA TRAVESSINHO SARJA 1A3 BORDA,,7.99,,1
393461,CALCA TRAVESSINHO JEANS 1A3 BORDADO,,4.99,,1
393478,CALCA TRAVESSINHO SARJA 1A3 BORD MA,,4.99,,1
393485,SAPATENIS FREE GELL ADULTO,,4.99,,1
393812,BLUSA MALWEE MALHA 00010 PMG POLO F,,4.99,,1
393867,CALCA MALWEE MOLET 00080 GGXG FEM,,49.99,,1
393881,CALCA MALWEE MOLET 00015 PMGG FEM,,49.99,,1
393911,CALCA MALWEE COTON 00113 PMGG LEGGI,,52.99,,1
393935,CAMISETA MALWEE MALHA 00023 PMG,,19.99,,1
393966,JAQUETA MALWEE MOLET 00079 PMG MASC,,84.99,,1
393973,JAQUETA MALWEE MOLET 00014 PMG FEM,,76.99,,1
393980,BLUSAO MALWEE MOLET 00075 PMG MASC,,54.99,,1
393997,BERMUDA JEZZIAN MOLET PMG MASC SARU,,4.99,,1
394031,BERMUDA GAHRPOO LYCRA BBVJ 36A46 MA,,4.99,,1
394048,BERMUDA GAHRPOO LYCRA BCXP COLORIDA,,4.99,,1
394055,BERMUDA GAHRPOO SARJA XADREZ 36A46,,4.99,,1
394062,BERMUDA GAHRPOO SARJA LISTRADA MAS,,4.99,,1
394086,CALCA BIOTIPO JEANS 17864 36A46 MAS,,49.99,,1
394093,CALCA BIOTIPO JEANS 17753 36A46 MAS,,29.99,,1
394116,CALCA BIOTIPO JEANS 17788 36A46 MAS,,49.99,,1
394130,CALCA BIOTIPO JEANS 17228 48A54 MAS,,49.99,,1
394147,CALCA BIOTIPO JEANS 17984 38A46 FEM,,4.99,,1
394154,CALCA BIOTIPO JEANS 17932 38A46 FEM,,4.99,,1
394161,CALCA BIOTIPO JEANS 17773 38A46 FEM,,29.99,,1
394178,CALCA BIOTIPO JEANS 17957 38A46 FEM,,9.99,,1
394185,CALCA BIOTIPO JEANS 17962 38A46 FEM,,9.99,,1
394192,CALCA BIOTIPO JEANS 17897 34A44 FEM,,44.99,,1
394208,CALCA BIOTIPO JEANS 17893 34A44 FEM,,39.99,,1
394222,CALCA BIOTIPO JEANS 17894 34A44 FEM,,4.99,,1
394239,CALCA BIOTIPO JEANS 17777 34A44 FEM,,4.99,,1
394246,CALCA BIOTIPO JEANS 17583 52A56 FEM,,49.99,,1
394253,SAPATENIS VIA VINE CURVIN DIV 36A43,,4.99,,1
394260,CONJUNTO 1BIGO MALHA 1166 1A03 MASC,,7.99,,1
394277,CONJUNTO 1BIGO MALHA 1163 1A03 MASC,,4.99,,1
394284,REGATA 1BIGO MALHA 1165 1A03 MASC,,4.99,,1
394291,REGATA 1BIGO MALHA 1176 1A03 CAPUZ,,4.99,,1
394307,REGATA 1BIGO MALHA 1173 1A03 CAPUZ,,4.99,,1
394314,REGATA 1BIGO MALHA 1174 1A03 CAPUZ,,4.99,,1
394321,REGATA 1BIGO MALHA 1185 1A03 CAPUZ,,4.99,,1
394338,REGATA 1BIGO MALHA 1192 1A03 CAPUZ,,4.99,,1
394345,REGATA 1BIGO MALHA 1168 1A03 CAPUZ,,4.99,,1
394352,REGATA 1BIGO MALHA 1175 1A03 CAPUZ,,4.99,,1
394369,REGATA 1BIGO MALHA 2231 4A08 CAPUZ,,4.99,,1
394376,REGATA 1BIGO MALHA 2228 4A08 CAPUZ,,4.99,,1
394383,REGATA 1BIGO MALHA 2233 4A08 MASC,,4.99,,1
